id,year,measure_name,state,rank,value
1595,2016,Overall,Pennsylvania,28.0,-0.016
1596,2016,Overall,Rhode Island,14.0,0.422
1597,2016,Overall,South Carolina,42.0,-0.532
1598,2016,Overall,South Dakota,24.0,0.16899999999999998
1599,2016,Overall,Tennessee,44.0,-0.626
1600,2016,Overall,Texas,33.0,-0.208
1601,2016,Overall,Utah,8.0,0.578
1602,2016,Overall,Virginia,19.0,0.264
1603,2016,Overall,Vermont,5.0,0.7090000000000001
1604,2016,Overall,Washington,7.0,0.5820000000000001
1605,2016,Overall,Wisconsin,20.0,0.22
1606,2016,Overall,West Virginia,43.0,-0.595
1607,2016,Overall,Wyoming,25.0,0.116
1608,2016,Primary Care Physicians,Alaska,28.0,134.1
1609,2016,Primary Care Physicians,Alabama,42.0,116.4
1610,2016,Primary Care Physicians,Arkansas,43.0,114.7
1611,2016,Primary Care Physicians,Arizona,37.0,123.3
1612,2016,Primary Care Physicians,California,30.0,131.5
1613,2016,Primary Care Physicians,Colorado,25.0,136.3
1614,2016,Primary Care Physicians,Connecticut,4.0,197.8
1615,2016,Primary Care Physicians,Delaware,17.0,151.4
1616,2016,Primary Care Physicians,Florida,33.0,128.0
1617,2016,Primary Care Physicians,Georgia,41.0,117.2
1618,2016,Primary Care Physicians,Hawaii,10.0,172.6
1619,2016,Primary Care Physicians,Iowa,23.0,139.1
1620,2016,Primary Care Physicians,Idaho,50.0,93.7
1621,2016,Primary Care Physicians,Illinois,11.0,169.5
1622,2016,Primary Care Physicians,Indiana,38.0,121.3
1623,2016,Primary Care Physicians,Kansas,31.0,129.0
1624,2016,Primary Care Physicians,Kentucky,40.0,117.7
1625,2016,Primary Care Physicians,Louisiana,34.0,125.7
1626,2016,Primary Care Physicians,Massachusetts,2.0,227.5
1627,2016,Primary Care Physicians,Maryland,8.0,179.2
1628,2016,Primary Care Physicians,Maine,7.0,183.7
1629,2016,Primary Care Physicians,Michigan,6.0,187.5
1630,2016,Primary Care Physicians,Minnesota,14.0,159.3
1631,2016,Primary Care Physicians,Missouri,16.0,155.9
1632,2016,Primary Care Physicians,Mississippi,48.0,102.3
1633,2016,Primary Care Physicians,Montana,44.0,110.8
1634,2016,Primary Care Physicians,North Carolina,32.0,128.3
1635,2016,Primary Care Physicians,North Dakota,25.0,136.3
1636,2016,Primary Care Physicians,Nebraska,19.0,148.0
1637,2016,Primary Care Physicians,New Hampshire,15.0,157.4
1638,2016,Primary Care Physicians,New Jersey,12.0,165.2
1639,2016,Primary Care Physicians,New Mexico,29.0,133.4
1640,2016,Primary Care Physicians,Nevada,46.0,104.3
1641,2016,Primary Care Physicians,New York,3.0,206.2
1642,2016,Primary Care Physicians,Ohio,13.0,162.0
1643,2016,Primary Care Physicians,Oklahoma,36.0,123.7
1644,2016,Primary Care Physicians,Oregon,22.0,139.6
1645,2016,Primary Care Physicians,Pennsylvania,5.0,192.9
1646,2016,Primary Care Physicians,Rhode Island,1.0,247.7
1647,2016,Primary Care Physicians,South Carolina,35.0,124.3
1648,2016,Primary Care Physicians,South Dakota,39.0,120.2
1649,2016,Primary Care Physicians,Tennessee,27.0,135.1
1650,2016,Primary Care Physicians,Texas,45.0,110.3
1651,2016,Primary Care Physicians,Utah,49.0,96.7
1652,2016,Primary Care Physicians,Virginia,24.0,138.1
1653,2016,Primary Care Physicians,Vermont,9.0,173.0
1654,2016,Primary Care Physicians,Washington,20.0,141.4
1655,2016,Primary Care Physicians,Wisconsin,21.0,140.3
1656,2016,Primary Care Physicians,West Virginia,18.0,151.2
1657,2016,Primary Care Physicians,Wyoming,47.0,103.7
1658,2016,Primary Care Physicians,United States,,145.3
1659,2016,Primary Care Physicians,District of Columbia,,431.6
1660,2017,All Determinants,Alaska,34.0,-0.19
1661,2017,All Determinants,Alabama,47.0,-0.4270000000000001
1662,2017,All Determinants,Arkansas,48.0,-0.449
1663,2017,All Determinants,Arizona,33.0,-0.157
1664,2017,All Determinants,California,18.0,0.245
1665,2017,All Determinants,Colorado,9.0,0.406
1666,2017,All Determinants,Connecticut,4.0,0.564
1667,2017,All Determinants,Delaware,28.0,-0.009000000000000001
1668,2017,All Determinants,Florida,32.0,-0.155
1669,2017,All Determinants,Georgia,42.0,-0.303
1670,2017,All Determinants,Hawaii,3.0,0.6409999999999999
1671,2017,All Determinants,Iowa,20.0,0.229
1672,2017,All Determinants,Idaho,14.0,0.284
1673,2017,All Determinants,Illinois,27.0,0.006999999999999999
1674,2017,All Determinants,Indiana,37.0,-0.207
1675,2017,All Determinants,Kansas,25.0,0.057
1676,2017,All Determinants,Kentucky,39.0,-0.229
1677,2017,All Determinants,Louisiana,49.0,-0.687
1678,2017,All Determinants,Massachusetts,1.0,0.778
1679,2017,All Determinants,Maryland,13.0,0.313
1680,2017,All Determinants,Maine,15.0,0.273
1681,2017,All Determinants,Michigan,30.0,-0.071
1682,2017,All Determinants,Minnesota,8.0,0.422
1683,2017,All Determinants,Missouri,41.0,-0.273
1684,2017,All Determinants,Mississippi,50.0,-0.705
1685,2017,All Determinants,Montana,23.0,0.115
1686,2017,All Determinants,North Carolina,31.0,-0.084
1687,2017,All Determinants,North Dakota,22.0,0.166
1688,2017,All Determinants,Nebraska,16.0,0.26
1689,2017,All Determinants,New Hampshire,5.0,0.547
1690,2017,All Determinants,New Jersey,12.0,0.375
1691,2017,All Determinants,New Mexico,36.0,-0.196
1692,2017,All Determinants,Nevada,35.0,-0.195
1693,2017,All Determinants,New York,10.0,0.402
1694,2017,All Determinants,Ohio,40.0,-0.266
1695,2017,All Determinants,Oklahoma,43.0,-0.326
1696,2017,All Determinants,Oregon,17.0,0.246
1697,2017,All Determinants,Pennsylvania,24.0,0.06
1698,2017,All Determinants,Rhode Island,7.0,0.459
1699,2017,All Determinants,South Carolina,46.0,-0.424
1700,2017,All Determinants,South Dakota,26.0,0.043
1701,2017,All Determinants,Tennessee,45.0,-0.381
1702,2017,All Determinants,Texas,38.0,-0.214
1703,2017,All Determinants,Utah,6.0,0.491
1704,2017,All Determinants,Virginia,19.0,0.241
1705,2017,All Determinants,Vermont,2.0,0.674
1706,2017,All Determinants,Washington,11.0,0.39
1707,2017,All Determinants,Wisconsin,21.0,0.201
1708,2017,All Determinants,West Virginia,44.0,-0.358
1709,2017,All Determinants,Wyoming,29.0,-0.017
1710,2017,High Health Status - Female,Alabama,45.0,43.8
1711,2017,High Health Status - Female,Alaska,10.0,54.6
1712,2017,High Health Status - Female,Arizona,25.0,51.3
1713,2017,High Health Status - Female,Arkansas,50.0,39.3
1714,2017,High Health Status - Female,California,33.0,49.6
1715,2017,High Health Status - Female,Colorado,6.0,57.6
1716,2017,High Health Status - Female,Connecticut,7.0,56.2
1717,2017,High Health Status - Female,Delaware,20.0,52.6
1718,2017,High Health Status - Female,Florida,34.0,49.1
1719,2017,High Health Status - Female,Georgia,38.0,48.0
1720,2017,High Health Status - Female,Hawaii,37.0,48.4
1721,2017,High Health Status - Female,Idaho,26.0,50.9
1722,2017,High Health Status - Female,Illinois,31.0,50.2
1723,2017,High Health Status - Female,Indiana,36.0,48.8
1724,2017,High Health Status - Female,Iowa,11.0,54.5
1725,2017,High Health Status - Female,Kansas,18.0,52.7
1726,2017,High Health Status - Female,Kentucky,44.0,44.1
1727,2017,High Health Status - Female,Louisiana,41.0,46.3
1728,2017,High Health Status - Female,Maine,9.0,54.7
1729,2017,High Health Status - Female,Maryland,17.0,53.5
1730,2017,High Health Status - Female,Massachusetts,2.0,60.2
1731,2017,High Health Status - Female,Michigan,39.0,47.7
1732,2017,High Health Status - Female,Minnesota,5.0,58.4
1733,2017,High Health Status - Female,Mississippi,49.0,42.0
1734,2017,High Health Status - Female,Missouri,22.0,52.2
1735,2017,High Health Status - Female,Montana,14.0,53.6
1736,2017,High Health Status - Female,Nebraska,14.0,53.6
1737,2017,High Health Status - Female,Nevada,42.0,45.6
1738,2017,High Health Status - Female,New Hampshire,3.0,59.8
1739,2017,High Health Status - Female,New Jersey,29.0,50.3
1740,2017,High Health Status - Female,New Mexico,46.0,43.5
1741,2017,High Health Status - Female,New York,28.0,50.5
1742,2017,High Health Status - Female,North Carolina,35.0,49.0
1743,2017,High Health Status - Female,North Dakota,11.0,54.5
1744,2017,High Health Status - Female,Ohio,29.0,50.3
1745,2017,High Health Status - Female,Oklahoma,43.0,44.8
1746,2017,High Health Status - Female,Oregon,20.0,52.6
1747,2017,High Health Status - Female,Pennsylvania,24.0,51.6
1748,2017,High Health Status - Female,Rhode Island,27.0,50.6
1749,2017,High Health Status - Female,South Carolina,31.0,50.2
1750,2017,High Health Status - Female,South Dakota,8.0,56.0
1751,2017,High Health Status - Female,Tennessee,40.0,46.7
1752,2017,High Health Status - Female,Texas,47.0,43.2
1753,2017,High Health Status - Female,Utah,4.0,59.7
1754,2017,High Health Status - Female,Vermont,1.0,61.2
1755,2017,High Health Status - Female,Virginia,18.0,52.7
1756,2017,High Health Status - Female,Washington,14.0,53.6
1757,2017,High Health Status - Female,West Virginia,48.0,42.1
1758,2017,High Health Status - Female,Wisconsin,13.0,54.1
1759,2017,High Health Status - Female,Wyoming,23.0,51.9
1760,2017,High Health Status - Female,United States,,49.9
1761,2017,High Health Status - Female,District of Columbia,,60.6
1762,2017,Overall,Alaska,29.0,-0.073
1763,2017,Overall,Alabama,47.0,-0.762
1764,2017,Overall,Arkansas,48.0,-0.772
1765,2017,Overall,Arizona,31.0,-0.11
1766,2017,Overall,California,17.0,0.354
1767,2017,Overall,Colorado,7.0,0.624
1768,2017,Overall,Connecticut,5.0,0.6990000000000001
1769,2017,Overall,Delaware,30.0,-0.096
1770,2017,Overall,Florida,32.0,-0.154
1771,2017,Overall,Georgia,41.0,-0.4320000000000001
1772,2017,Overall,Hawaii,2.0,0.845
1773,2017,Overall,Iowa,15.0,0.376
1774,2017,Overall,Idaho,14.0,0.384
1775,2017,Overall,Illinois,27.0,0.029
1776,2017,Overall,Indiana,38.0,-0.35700000000000004
1777,2017,Overall,Kansas,25.0,0.123
1778,2017,Overall,Kentucky,42.0,-0.512
1779,2017,Overall,Louisiana,49.0,-0.908
1780,2017,Overall,Massachusetts,1.0,0.916
1781,2017,Overall,Maryland,16.0,0.359
1782,2017,Overall,Maine,23.0,0.207
1783,2017,Overall,Michigan,35.0,-0.206
1784,2017,Overall,Minnesota,6.0,0.6759999999999999
1785,2017,Overall,Missouri,40.0,-0.42
1786,2017,Overall,Mississippi,50.0,-1.036
1787,2017,Overall,Montana,22.0,0.233
1788,2017,Overall,North Carolina,33.0,-0.17800000000000002
1789,2017,Overall,North Dakota,18.0,0.332
1790,2017,Overall,Nebraska,13.0,0.403
1791,2017,Overall,New Hampshire,8.0,0.622
1792,2017,Overall,New Jersey,12.0,0.469
1793,2017,Overall,New Mexico,36.0,-0.245
1794,2017,Overall,Nevada,37.0,-0.285
1795,2017,Overall,New York,10.0,0.507
1796,2017,Overall,Ohio,39.0,-0.41
1797,2017,Overall,Oklahoma,43.0,-0.594
1798,2017,Overall,Oregon,20.0,0.297
1799,2017,Overall,Pennsylvania,28.0,0.014
1800,2017,Overall,Rhode Island,11.0,0.472
1801,2017,Overall,South Carolina,44.0,-0.611
1802,2017,Overall,South Dakota,24.0,0.2
1803,2017,Overall,Tennessee,45.0,-0.637
1804,2017,Overall,Texas,34.0,-0.187
1805,2017,Overall,Utah,4.0,0.7340000000000001
1806,2017,Overall,Virginia,19.0,0.303
1807,2017,Overall,Vermont,3.0,0.789
1808,2017,Overall,Washington,9.0,0.52
1809,2017,Overall,Wisconsin,21.0,0.273
1810,2017,Overall,West Virginia,46.0,-0.696
1811,2017,Overall,Wyoming,26.0,0.067
1812,2017,Primary Care Physicians,Alaska,30.0,133.7
1813,2017,Primary Care Physicians,Alabama,42.0,119.3
1814,2017,Primary Care Physicians,Arkansas,43.0,115.4
1815,2017,Primary Care Physicians,Arizona,37.0,126.0
1816,2017,Primary Care Physicians,California,29.0,135.1
1817,2017,Primary Care Physicians,Colorado,26.0,139.9
1818,2017,Primary Care Physicians,Connecticut,4.0,209.4
1819,2017,Primary Care Physicians,Delaware,18.0,156.7
1820,2017,Primary Care Physicians,Florida,32.0,131.6
1821,2017,Primary Care Physicians,Georgia,41.0,119.9
1822,2017,Primary Care Physicians,Hawaii,9.0,179.9
1823,2017,Primary Care Physicians,Iowa,23.0,142.3
1824,2017,Primary Care Physicians,Idaho,50.0,96.6
1825,2017,Primary Care Physicians,Illinois,10.0,175.3
1826,2017,Primary Care Physicians,Indiana,39.0,123.4
1827,2017,Primary Care Physicians,Kansas,31.0,133.3
1828,2017,Primary Care Physicians,Kentucky,40.0,120.6
1829,2017,Primary Care Physicians,Louisiana,33.0,131.1
1830,2017,Primary Care Physicians,Massachusetts,2.0,237.1
1831,2017,Primary Care Physicians,Maryland,8.0,184.9
1832,2017,Primary Care Physicians,Maine,7.0,187.4
1833,2017,Primary Care Physicians,Michigan,6.0,193.0
1834,2017,Primary Care Physicians,Minnesota,14.0,162.3
1835,2017,Primary Care Physicians,Missouri,16.0,160.4
1836,2017,Primary Care Physicians,Mississippi,47.0,105.9
1837,2017,Primary Care Physicians,Montana,44.0,113.6
1838,2017,Primary Care Physicians,North Carolina,34.0,130.9
1839,2017,Primary Care Physicians,North Dakota,25.0,140.5
1840,2017,Primary Care Physicians,Nebraska,19.0,150.7
1841,2017,Primary Care Physicians,New Hampshire,15.0,160.6
1842,2017,Primary Care Physicians,New Jersey,12.0,171.1
1843,2017,Primary Care Physicians,New Mexico,28.0,136.6
1844,2017,Primary Care Physicians,Nevada,46.0,107.9
1845,2017,Primary Care Physicians,New York,3.0,215.5
1846,2017,Primary Care Physicians,Ohio,13.0,167.3
1847,2017,Primary Care Physicians,Oklahoma,35.0,127.5
1848,2017,Primary Care Physicians,Oregon,22.0,143.8
1849,2017,Primary Care Physicians,Pennsylvania,5.0,199.8
1850,2017,Primary Care Physicians,Rhode Island,1.0,256.3
1851,2017,Primary Care Physicians,South Carolina,36.0,127.0
1852,2017,Primary Care Physicians,South Dakota,38.0,125.8
1853,2017,Primary Care Physicians,Tennessee,27.0,138.5
1854,2017,Primary Care Physicians,Texas,45.0,112.9
1855,2017,Primary Care Physicians,Utah,49.0,99.8
1856,2017,Primary Care Physicians,Virginia,24.0,141.8
1857,2017,Primary Care Physicians,Vermont,11.0,175.1
1858,2017,Primary Care Physicians,Washington,21.0,144.0
1859,2017,Primary Care Physicians,Wisconsin,20.0,145.2
1860,2017,Primary Care Physicians,West Virginia,17.0,159.6
1861,2017,Primary Care Physicians,Wyoming,48.0,105.7
1862,2017,Primary Care Physicians,United States,,149.7
1863,2017,Primary Care Physicians,District of Columbia,,451.1
1864,2018,All Determinants,Alaska,35.0,-0.227
1865,2018,All Determinants,Alabama,48.0,-0.483
1866,2018,All Determinants,Arkansas,45.0,-0.361
1867,2018,All Determinants,Arizona,33.0,-0.168
1868,2018,All Determinants,California,15.0,0.312
1869,2018,All Determinants,Colorado,12.0,0.371
1870,2018,All Determinants,Connecticut,3.0,0.644
1871,2018,All Determinants,Delaware,29.0,0.004
1872,2018,All Determinants,Florida,32.0,-0.12
1873,2018,All Determinants,Georgia,44.0,-0.33
1874,2018,All Determinants,Hawaii,2.0,0.654
1875,2018,All Determinants,Iowa,21.0,0.24
1876,2018,All Determinants,Idaho,20.0,0.264
1877,2018,All Determinants,Illinois,24.0,0.083
1878,2018,All Determinants,Indiana,38.0,-0.252
1879,2018,All Determinants,Kansas,27.0,0.014
1880,2018,All Determinants,Kentucky,42.0,-0.292
1881,2018,All Determinants,Louisiana,50.0,-0.667
1882,2018,All Determinants,Massachusetts,1.0,0.718
1883,2018,All Determinants,Maryland,17.0,0.29100000000000004
1884,2018,All Determinants,Maine,8.0,0.395
1885,2018,All Determinants,Michigan,30.0,-0.065
1886,2018,All Determinants,Minnesota,9.0,0.383
1887,2018,All Determinants,Missouri,36.0,-0.242
1888,2018,All Determinants,Mississippi,49.0,-0.637
1889,2018,All Determinants,Montana,22.0,0.188
1890,2018,All Determinants,North Carolina,31.0,-0.08
1891,2018,All Determinants,North Dakota,19.0,0.275
1892,2018,All Determinants,Nebraska,14.0,0.318
1893,2018,All Determinants,New Hampshire,5.0,0.563
1894,2018,All Determinants,New Jersey,9.0,0.383
1895,2018,All Determinants,New Mexico,34.0,-0.18600000000000005
1896,2018,All Determinants,Nevada,39.0,-0.267
1897,2018,All Determinants,New York,11.0,0.375
1898,2018,All Determinants,Ohio,37.0,-0.251
1899,2018,All Determinants,Oklahoma,47.0,-0.4320000000000001
1900,2018,All Determinants,Oregon,16.0,0.294
1901,2018,All Determinants,Pennsylvania,26.0,0.022
1902,2018,All Determinants,Rhode Island,13.0,0.358
1903,2018,All Determinants,South Carolina,46.0,-0.379
1904,2018,All Determinants,South Dakota,28.0,0.013
1905,2018,All Determinants,Tennessee,41.0,-0.28600000000000003
1906,2018,All Determinants,Texas,42.0,-0.292
1907,2018,All Determinants,Utah,6.0,0.506
1908,2018,All Determinants,Virginia,18.0,0.28600000000000003
1909,2018,All Determinants,Vermont,4.0,0.636
1910,2018,All Determinants,Washington,7.0,0.453
1911,2018,All Determinants,Wisconsin,23.0,0.174
1912,2018,All Determinants,West Virginia,40.0,-0.285
1913,2018,All Determinants,Wyoming,25.0,0.056
1914,2018,High Health Status - Female,Alabama,42.0,43.5
1915,2018,High Health Status - Female,Alaska,12.0,53.2
1916,2018,High Health Status - Female,Arizona,35.0,48.3
1917,2018,High Health Status - Female,Arkansas,48.0,41.6
1918,2018,High Health Status - Female,California,27.0,50.1
1919,2018,High Health Status - Female,Colorado,3.0,57.4
1920,2018,High Health Status - Female,Connecticut,4.0,56.5
1921,2018,High Health Status - Female,Delaware,37.0,47.0
1922,2018,High Health Status - Female,Florida,32.0,48.7
1923,2018,High Health Status - Female,Georgia,38.0,46.9
1924,2018,High Health Status - Female,Hawaii,28.0,49.8
1925,2018,High Health Status - Female,Idaho,17.0,52.4
1926,2018,High Health Status - Female,Illinois,31.0,48.9
1927,2018,High Health Status - Female,Indiana,39.0,45.4
1928,2018,High Health Status - Female,Iowa,24.0,51.0
1929,2018,High Health Status - Female,Kansas,23.0,51.1
1930,2018,High Health Status - Female,Kentucky,45.0,42.8
1931,2018,High Health Status - Female,Louisiana,44.0,43.0
1932,2018,High Health Status - Female,Maine,5.0,56.4
1933,2018,High Health Status - Female,Maryland,19.0,52.1
1934,2018,High Health Status - Female,Massachusetts,8.0,55.6
1935,2018,High Health Status - Female,Michigan,32.0,48.7
1936,2018,High Health Status - Female,Minnesota,6.0,56.3
1937,2018,High Health Status - Female,Mississippi,49.0,41.0
1938,2018,High Health Status - Female,Missouri,34.0,48.6
1939,2018,High Health Status - Female,Montana,10.0,54.7
1940,2018,High Health Status - Female,Nebraska,14.0,52.6
1941,2018,High Health Status - Female,Nevada,43.0,43.1
1942,2018,High Health Status - Female,New Hampshire,1.0,60.8
1943,2018,High Health Status - Female,New Jersey,18.0,52.3
1944,2018,High Health Status - Female,New Mexico,47.0,42.2
1945,2018,High Health Status - Female,New York,25.0,50.3
1946,2018,High Health Status - Female,North Carolina,36.0,47.7
1947,2018,High Health Status - Female,North Dakota,13.0,52.9
1948,2018,High Health Status - Female,Ohio,30.0,49.4
1949,2018,High Health Status - Female,Oklahoma,41.0,44.0
1950,2018,High Health Status - Female,Oregon,20.0,52.0
1951,2018,High Health Status - Female,Pennsylvania,26.0,50.2
1952,2018,High Health Status - Female,Rhode Island,22.0,51.2
1953,2018,High Health Status - Female,South Carolina,28.0,49.8
1954,2018,High Health Status - Female,South Dakota,7.0,56.1
1955,2018,High Health Status - Female,Tennessee,40.0,44.8
1956,2018,High Health Status - Female,Texas,46.0,42.4
1957,2018,High Health Status - Female,Utah,8.0,55.6
1958,2018,High Health Status - Female,Vermont,2.0,57.7
1959,2018,High Health Status - Female,Virginia,16.0,52.5
1960,2018,High Health Status - Female,Washington,21.0,51.3
1961,2018,High Health Status - Female,West Virginia,50.0,40.1
1962,2018,High Health Status - Female,Wisconsin,14.0,52.6
1963,2018,High Health Status - Female,Wyoming,11.0,53.8
1964,2018,High Health Status - Female,United States,,49.0
1965,2018,High Health Status - Female,District of Columbia,,63.9
1966,2018,Overall,Alaska,32.0,-0.115
1967,2018,Overall,Alabama,48.0,-0.838
1968,2018,Overall,Arkansas,46.0,-0.672
1969,2018,Overall,Arizona,30.0,-0.105
1970,2018,Overall,California,12.0,0.431
1971,2018,Overall,Colorado,8.0,0.588
1972,2018,Overall,Connecticut,3.0,0.799
1973,2018,Overall,Delaware,31.0,-0.109
1974,2018,Overall,Florida,29.0,-0.087
1975,2018,Overall,Georgia,39.0,-0.394
1976,2018,Overall,Hawaii,1.0,0.882
1977,2018,Overall,Iowa,18.0,0.336
1978,2018,Overall,Idaho,16.0,0.349
1979,2018,Overall,Illinois,26.0,0.06
1980,2018,Overall,Indiana,41.0,-0.4320000000000001
1981,2018,Overall,Kansas,27.0,0.036000000000000004
1982,2018,Overall,Kentucky,45.0,-0.62
1983,2018,Overall,Louisiana,50.0,-1.021
1984,2018,Overall,Massachusetts,2.0,0.866
1985,2018,Overall,Maryland,19.0,0.306
1986,2018,Overall,Maine,16.0,0.349
1987,2018,Overall,Michigan,34.0,-0.194
1988,2018,Overall,Minnesota,7.0,0.665
1989,2018,Overall,Missouri,38.0,-0.345
1990,2018,Overall,Mississippi,49.0,-1.01
1991,2018,Overall,Montana,21.0,0.295
1992,2018,Overall,North Carolina,33.0,-0.191
1993,2018,Overall,North Dakota,13.0,0.416
1994,2018,Overall,Nebraska,15.0,0.379
1995,2018,Overall,New Hampshire,6.0,0.6920000000000001
1996,2018,Overall,New Jersey,11.0,0.46
1997,2018,Overall,New Mexico,35.0,-0.204
1998,2018,Overall,Nevada,36.0,-0.267
1999,2018,Overall,New York,10.0,0.476
2000,2018,Overall,Ohio,40.0,-0.424
2001,2018,Overall,Oklahoma,47.0,-0.7440000000000001
2002,2018,Overall,Oregon,21.0,0.295
2003,2018,Overall,Pennsylvania,28.0,-0.014
2004,2018,Overall,Rhode Island,14.0,0.382
2005,2018,Overall,South Carolina,43.0,-0.5670000000000001
2006,2018,Overall,South Dakota,25.0,0.067
2007,2018,Overall,Tennessee,42.0,-0.5660000000000001
2008,2018,Overall,Texas,37.0,-0.28600000000000003
2009,2018,Overall,Utah,5.0,0.7020000000000001
2010,2018,Overall,Virginia,20.0,0.305
2011,2018,Overall,Vermont,4.0,0.7190000000000001
2012,2018,Overall,Washington,9.0,0.584
2013,2018,Overall,Wisconsin,23.0,0.22
2014,2018,Overall,West Virginia,44.0,-0.603
2015,2018,Overall,Wyoming,24.0,0.21
2016,2018,Primary Care Physicians,Alaska,29.0,139.0
2017,2018,Primary Care Physicians,Alabama,41.0,122.8
2018,2018,Primary Care Physicians,United States,,156.7
2019,2018,Primary Care Physicians,Arkansas,43.0,120.9
2020,2018,Primary Care Physicians,Arizona,38.0,126.1
2021,2018,Primary Care Physicians,California,30.0,138.3
2022,2018,Primary Care Physicians,Colorado,27.0,141.3
2023,2018,Primary Care Physicians,Connecticut,4.0,216.3
2024,2018,Primary Care Physicians,District of Columbia,,455.9
2025,2018,Primary Care Physicians,Delaware,18.0,161.4
2026,2018,Primary Care Physicians,Florida,34.0,131.3
2027,2018,Primary Care Physicians,Georgia,42.0,121.9
2028,2018,Primary Care Physicians,Hawaii,9.0,187.6
2029,2018,Primary Care Physicians,Iowa,22.0,146.7
2030,2018,Primary Care Physicians,Idaho,50.0,95.7
2031,2018,Primary Care Physicians,Illinois,10.0,184.0
2032,2018,Primary Care Physicians,Indiana,39.0,126.0
2033,2018,Primary Care Physicians,Kansas,31.0,136.9
2034,2018,Primary Care Physicians,Kentucky,40.0,124.1
2035,2018,Primary Care Physicians,Louisiana,32.0,136.4
2036,2018,Primary Care Physicians,Massachusetts,2.0,245.0
2037,2018,Primary Care Physicians,Maryland,8.0,188.2
2038,2018,Primary Care Physicians,Maine,7.0,194.3
2039,2018,Primary Care Physicians,Michigan,6.0,200.9
2040,2018,Primary Care Physicians,Minnesota,16.0,165.9
2041,2018,Primary Care Physicians,Missouri,15.0,166.4
2042,2018,Primary Care Physicians,Mississippi,47.0,108.6
2043,2018,Primary Care Physicians,Montana,44.0,115.2
2044,2018,Primary Care Physicians,North Carolina,33.0,132.5
2045,2018,Primary Care Physicians,North Dakota,21.0,149.5
2046,2018,Primary Care Physicians,Nebraska,19.0,155.5
2047,2018,Primary Care Physicians,New Hampshire,17.0,163.0
2048,2018,Primary Care Physicians,New Jersey,12.0,176.3
2049,2018,Primary Care Physicians,New Mexico,26.0,141.6
2050,2018,Primary Care Physicians,Nevada,48.0,107.6
2051,2018,Primary Care Physicians,New York,3.0,223.7
2052,2018,Primary Care Physicians,Ohio,13.0,174.6
2053,2018,Primary Care Physicians,Oklahoma,36.0,129.4
2054,2018,Primary Care Physicians,Oregon,24.0,145.4
2055,2018,Primary Care Physicians,Pennsylvania,5.0,208.7
2056,2018,Primary Care Physicians,Rhode Island,1.0,264.5
2057,2018,Primary Care Physicians,South Carolina,37.0,128.9
2058,2018,Primary Care Physicians,South Dakota,35.0,130.9
2059,2018,Primary Care Physicians,Tennessee,28.0,140.2
2060,2018,Primary Care Physicians,Texas,45.0,113.2
2061,2018,Primary Care Physicians,Utah,49.0,99.2
2062,2018,Primary Care Physicians,Virginia,25.0,144.6
2063,2018,Primary Care Physicians,Vermont,11.0,183.3
2064,2018,Primary Care Physicians,Washington,23.0,146.5
2065,2018,Primary Care Physicians,Wisconsin,20.0,150.1
2066,2018,Primary Care Physicians,West Virginia,14.0,168.5
2067,2018,Primary Care Physicians,Wyoming,46.0,109.4
2068,2019,All Determinants,Alaska,29.0,-0.027000000000000003
2069,2019,All Determinants,Alabama,46.0,-0.4370000000000001
2070,2019,All Determinants,Arkansas,48.0,-0.478
2071,2019,All Determinants,Arizona,34.0,-0.187
2072,2019,All Determinants,California,16.0,0.272
2073,2019,All Determinants,Colorado,11.0,0.343
2074,2019,All Determinants,Connecticut,4.0,0.574
2075,2019,All Determinants,Delaware,27.0,-0.012
2076,2019,All Determinants,Florida,33.0,-0.173
2077,2019,All Determinants,Georgia,43.0,-0.315
2078,2019,All Determinants,Hawaii,3.0,0.605
2079,2019,All Determinants,Iowa,21.0,0.209
2080,2019,All Determinants,Idaho,19.0,0.226
2081,2019,All Determinants,Illinois,25.0,0.078
2082,2019,All Determinants,Indiana,44.0,-0.325
2083,2019,All Determinants,Kansas,30.0,-0.034
2084,2019,All Determinants,Kentucky,42.0,-0.311
2085,2019,All Determinants,Louisiana,49.0,-0.64
2086,2019,All Determinants,Massachusetts,2.0,0.6859999999999999
2087,2019,All Determinants,Maryland,13.0,0.342
2088,2019,All Determinants,Maine,14.0,0.32
2089,2019,All Determinants,Michigan,31.0,-0.1
2090,2019,All Determinants,Minnesota,11.0,0.343
2091,2019,All Determinants,Missouri,38.0,-0.252
2092,2019,All Determinants,Mississippi,50.0,-0.6559999999999999
2093,2019,All Determinants,Montana,24.0,0.097
2094,2019,All Determinants,North Carolina,32.0,-0.14800000000000002
2095,2019,All Determinants,North Dakota,20.0,0.21600000000000005
2096,2019,All Determinants,Nebraska,18.0,0.249
2097,2019,All Determinants,New Hampshire,5.0,0.542
2098,2019,All Determinants,New Jersey,8.0,0.419
2099,2019,All Determinants,New Mexico,35.0,-0.193
2100,2019,All Determinants,Nevada,36.0,-0.195
2101,2019,All Determinants,New York,9.0,0.395
2102,2019,All Determinants,Ohio,37.0,-0.21
2103,2019,All Determinants,Oklahoma,46.0,-0.4370000000000001
2104,2019,All Determinants,Oregon,17.0,0.262
2105,2019,All Determinants,Pennsylvania,26.0,0.058
2106,2019,All Determinants,Rhode Island,10.0,0.384
