year,measure_name,state,rank,value
2017,High Health Status - Female,Oklahoma,43.0,44.8
2017,High Health Status - Female,Oregon,20.0,52.6
2017,High Health Status - Female,Pennsylvania,24.0,51.6
2017,High Health Status - Female,Rhode Island,27.0,50.6
2017,High Health Status - Female,South Carolina,31.0,50.2
2017,High Health Status - Female,South Dakota,8.0,56.0
2017,High Health Status - Female,Tennessee,40.0,46.7
2017,High Health Status - Female,Texas,47.0,43.2
2017,High Health Status - Female,Utah,4.0,59.7
2017,High Health Status - Female,Vermont,1.0,61.2
2017,High Health Status - Female,Virginia,18.0,52.7
2017,High Health Status - Female,Washington,14.0,53.6
2017,High Health Status - Female,West Virginia,48.0,42.1
2017,High Health Status - Female,Wisconsin,13.0,54.1
2017,High Health Status - Female,Wyoming,23.0,51.9
2017,High Health Status - Female,United States,,49.9
2017,High Health Status - Female,District of Columbia,,60.6
2017,Overall,Alaska,29.0,-0.073
2017,Overall,Alabama,47.0,-0.762
2017,Overall,Arkansas,48.0,-0.772
2017,Overall,Arizona,31.0,-0.11
2017,Overall,California,17.0,0.354
2017,Overall,Colorado,7.0,0.624
2017,Overall,Connecticut,5.0,0.6990000000000001
2017,Overall,Delaware,30.0,-0.096
2017,Overall,Florida,32.0,-0.154
2017,Overall,Georgia,41.0,-0.43200000000000005
2017,Overall,Hawaii,2.0,0.845
2017,Overall,Iowa,15.0,0.376
2017,Overall,Idaho,14.0,0.384
2017,Overall,Illinois,27.0,0.028999999999999998
2017,Overall,Indiana,38.0,-0.35700000000000004
2017,Overall,Kansas,25.0,0.12300000000000001
2017,Overall,Kentucky,42.0,-0.512
2017,Overall,Louisiana,49.0,-0.9079999999999999
2017,Overall,Massachusetts,1.0,0.9159999999999999
2017,Overall,Maryland,16.0,0.359
2017,Overall,Maine,23.0,0.207
2017,Overall,Michigan,35.0,-0.20600000000000002
2017,Overall,Minnesota,6.0,0.6759999999999999
2017,Overall,Missouri,40.0,-0.42
2017,Overall,Mississippi,50.0,-1.036
2017,Overall,Montana,22.0,0.233
2017,Overall,North Carolina,33.0,-0.17800000000000002
2017,Overall,North Dakota,18.0,0.332
2017,Overall,Nebraska,13.0,0.40299999999999997
2017,Overall,New Hampshire,8.0,0.622
2017,Overall,New Jersey,12.0,0.469
2017,Overall,New Mexico,36.0,-0.245
2017,Overall,Nevada,37.0,-0.285
2017,Overall,New York,10.0,0.507
2017,Overall,Ohio,39.0,-0.41
2017,Overall,Oklahoma,43.0,-0.594
2017,Overall,Oregon,20.0,0.297
2017,Overall,Pennsylvania,28.0,0.013999999999999999
2017,Overall,Rhode Island,11.0,0.47200000000000003
2017,Overall,South Carolina,44.0,-0.611
2017,Overall,South Dakota,24.0,0.2
2017,Overall,Tennessee,45.0,-0.637
2017,Overall,Texas,34.0,-0.187
2017,Overall,Utah,4.0,0.7340000000000001
2017,Overall,Virginia,19.0,0.303
2017,Overall,Vermont,3.0,0.789
2017,Overall,Washington,9.0,0.52
2017,Overall,Wisconsin,21.0,0.273
2017,Overall,West Virginia,46.0,-0.696
2017,Overall,Wyoming,26.0,0.067
2017,Primary Care Physicians,Alaska,30.0,133.7
2017,Primary Care Physicians,Alabama,42.0,119.3
2017,Primary Care Physicians,Arkansas,43.0,115.4
2017,Primary Care Physicians,Arizona,37.0,126.0
2017,Primary Care Physicians,California,29.0,135.1
2017,Primary Care Physicians,Colorado,26.0,139.9
2017,Primary Care Physicians,Connecticut,4.0,209.4
2017,Primary Care Physicians,Delaware,18.0,156.7
2017,Primary Care Physicians,Florida,32.0,131.6
2017,Primary Care Physicians,Georgia,41.0,119.9
2017,Primary Care Physicians,Hawaii,9.0,179.9
2017,Primary Care Physicians,Iowa,23.0,142.3
2017,Primary Care Physicians,Idaho,50.0,96.6
2017,Primary Care Physicians,Illinois,10.0,175.3
2017,Primary Care Physicians,Indiana,39.0,123.4
2017,Primary Care Physicians,Kansas,31.0,133.3
2017,Primary Care Physicians,Kentucky,40.0,120.6
2017,Primary Care Physicians,Louisiana,33.0,131.1
2017,Primary Care Physicians,Massachusetts,2.0,237.1
2017,Primary Care Physicians,Maryland,8.0,184.9
2017,Primary Care Physicians,Maine,7.0,187.4
2017,Primary Care Physicians,Michigan,6.0,193.0
2017,Primary Care Physicians,Minnesota,14.0,162.3
2017,Primary Care Physicians,Missouri,16.0,160.4
2017,Primary Care Physicians,Mississippi,47.0,105.9
2017,Primary Care Physicians,Montana,44.0,113.6
2017,Primary Care Physicians,North Carolina,34.0,130.9
2017,Primary Care Physicians,North Dakota,25.0,140.5
2017,Primary Care Physicians,Nebraska,19.0,150.7
2017,Primary Care Physicians,New Hampshire,15.0,160.6
2017,Primary Care Physicians,New Jersey,12.0,171.1
2017,Primary Care Physicians,New Mexico,28.0,136.6
2017,Primary Care Physicians,Nevada,46.0,107.9
2017,Primary Care Physicians,New York,3.0,215.5
2017,Primary Care Physicians,Ohio,13.0,167.3
2017,Primary Care Physicians,Oklahoma,35.0,127.5
2017,Primary Care Physicians,Oregon,22.0,143.8
2017,Primary Care Physicians,Pennsylvania,5.0,199.8
2017,Primary Care Physicians,Rhode Island,1.0,256.3
2017,Primary Care Physicians,South Carolina,36.0,127.0
2017,Primary Care Physicians,South Dakota,38.0,125.8
2017,Primary Care Physicians,Tennessee,27.0,138.5
2017,Primary Care Physicians,Texas,45.0,112.9
2017,Primary Care Physicians,Utah,49.0,99.8
2017,Primary Care Physicians,Virginia,24.0,141.8
2017,Primary Care Physicians,Vermont,11.0,175.1
2017,Primary Care Physicians,Washington,21.0,144.0
2017,Primary Care Physicians,Wisconsin,20.0,145.2
2017,Primary Care Physicians,West Virginia,17.0,159.6
2017,Primary Care Physicians,Wyoming,48.0,105.7
2017,Primary Care Physicians,United States,,149.7
2017,Primary Care Physicians,District of Columbia,,451.1
2018,All Determinants,Alaska,35.0,-0.22699999999999998
2018,All Determinants,Alabama,48.0,-0.483
2018,All Determinants,Arkansas,45.0,-0.361
2018,All Determinants,Arizona,33.0,-0.168
2018,All Determinants,California,15.0,0.312
2018,All Determinants,Colorado,12.0,0.371
2018,All Determinants,Connecticut,3.0,0.644
2018,All Determinants,Delaware,29.0,0.004
2018,All Determinants,Florida,32.0,-0.12
2018,All Determinants,Georgia,44.0,-0.33
2018,All Determinants,Hawaii,2.0,0.654
2018,All Determinants,Iowa,21.0,0.24
2018,All Determinants,Idaho,20.0,0.264
2018,All Determinants,Illinois,24.0,0.083
2018,All Determinants,Indiana,38.0,-0.252
2018,All Determinants,Kansas,27.0,0.013999999999999999
2018,All Determinants,Kentucky,42.0,-0.292
2018,All Determinants,Louisiana,50.0,-0.667
2018,All Determinants,Massachusetts,1.0,0.718
2018,All Determinants,Maryland,17.0,0.29100000000000004
2018,All Determinants,Maine,8.0,0.395
2018,All Determinants,Michigan,30.0,-0.065
2018,All Determinants,Minnesota,9.0,0.38299999999999995
2018,All Determinants,Missouri,36.0,-0.242
2018,All Determinants,Mississippi,49.0,-0.637
2018,All Determinants,Montana,22.0,0.188
2018,All Determinants,North Carolina,31.0,-0.08
2018,All Determinants,North Dakota,19.0,0.275
2018,All Determinants,Nebraska,14.0,0.318
2018,All Determinants,New Hampshire,5.0,0.563
2018,All Determinants,New Jersey,9.0,0.38299999999999995
2018,All Determinants,New Mexico,34.0,-0.18600000000000003
2018,All Determinants,Nevada,39.0,-0.267
2018,All Determinants,New York,11.0,0.375
2018,All Determinants,Ohio,37.0,-0.251
2018,All Determinants,Oklahoma,47.0,-0.43200000000000005
2018,All Determinants,Oregon,16.0,0.294
2018,All Determinants,Pennsylvania,26.0,0.022000000000000002
2018,All Determinants,Rhode Island,13.0,0.358
2018,All Determinants,South Carolina,46.0,-0.379
2018,All Determinants,South Dakota,28.0,0.013000000000000001
2018,All Determinants,Tennessee,41.0,-0.28600000000000003
2018,All Determinants,Texas,42.0,-0.292
2018,All Determinants,Utah,6.0,0.506
2018,All Determinants,Virginia,18.0,0.28600000000000003
2018,All Determinants,Vermont,4.0,0.636
2018,All Determinants,Washington,7.0,0.45299999999999996
2018,All Determinants,Wisconsin,23.0,0.174
2018,All Determinants,West Virginia,40.0,-0.285
2018,All Determinants,Wyoming,25.0,0.055999999999999994
2018,High Health Status - Female,Alabama,42.0,43.5
2018,High Health Status - Female,Alaska,12.0,53.2
2018,High Health Status - Female,Arizona,35.0,48.3
2018,High Health Status - Female,Arkansas,48.0,41.6
2018,High Health Status - Female,California,27.0,50.1
2018,High Health Status - Female,Colorado,3.0,57.4
2018,High Health Status - Female,Connecticut,4.0,56.5
2018,High Health Status - Female,Delaware,37.0,47.0
2018,High Health Status - Female,Florida,32.0,48.7
2018,High Health Status - Female,Georgia,38.0,46.9
2018,High Health Status - Female,Hawaii,28.0,49.8
2018,High Health Status - Female,Idaho,17.0,52.4
2018,High Health Status - Female,Illinois,31.0,48.9
2018,High Health Status - Female,Indiana,39.0,45.4
2018,High Health Status - Female,Iowa,24.0,51.0
2018,High Health Status - Female,Kansas,23.0,51.1
2018,High Health Status - Female,Kentucky,45.0,42.8
2018,High Health Status - Female,Louisiana,44.0,43.0
2018,High Health Status - Female,Maine,5.0,56.4
2018,High Health Status - Female,Maryland,19.0,52.1
2018,High Health Status - Female,Massachusetts,8.0,55.6
2018,High Health Status - Female,Michigan,32.0,48.7
2018,High Health Status - Female,Minnesota,6.0,56.3
2018,High Health Status - Female,Mississippi,49.0,41.0
2018,High Health Status - Female,Missouri,34.0,48.6
2018,High Health Status - Female,Montana,10.0,54.7
2018,High Health Status - Female,Nebraska,14.0,52.6
2018,High Health Status - Female,Nevada,43.0,43.1
2018,High Health Status - Female,New Hampshire,1.0,60.8
2018,High Health Status - Female,New Jersey,18.0,52.3
2018,High Health Status - Female,New Mexico,47.0,42.2
2018,High Health Status - Female,New York,25.0,50.3
2018,High Health Status - Female,North Carolina,36.0,47.7
2018,High Health Status - Female,North Dakota,13.0,52.9
2018,High Health Status - Female,Ohio,30.0,49.4
2018,High Health Status - Female,Oklahoma,41.0,44.0
2018,High Health Status - Female,Oregon,20.0,52.0
2018,High Health Status - Female,Pennsylvania,26.0,50.2
2018,High Health Status - Female,Rhode Island,22.0,51.2
2018,High Health Status - Female,South Carolina,28.0,49.8
2018,High Health Status - Female,South Dakota,7.0,56.1
2018,High Health Status - Female,Tennessee,40.0,44.8
2018,High Health Status - Female,Texas,46.0,42.4
2018,High Health Status - Female,Utah,8.0,55.6
2018,High Health Status - Female,Vermont,2.0,57.7
2018,High Health Status - Female,Virginia,16.0,52.5
2018,High Health Status - Female,Washington,21.0,51.3
2018,High Health Status - Female,West Virginia,50.0,40.1
2018,High Health Status - Female,Wisconsin,14.0,52.6
2018,High Health Status - Female,Wyoming,11.0,53.8
2018,High Health Status - Female,United States,,49.0
2018,High Health Status - Female,District of Columbia,,63.9
2018,Overall,Alaska,32.0,-0.115
2018,Overall,Alabama,48.0,-0.838
2018,Overall,Arkansas,46.0,-0.672
2018,Overall,Arizona,30.0,-0.105
2018,Overall,California,12.0,0.431
2018,Overall,Colorado,8.0,0.588
2018,Overall,Connecticut,3.0,0.799
2018,Overall,Delaware,31.0,-0.109
2018,Overall,Florida,29.0,-0.087
2018,Overall,Georgia,39.0,-0.39399999999999996
2018,Overall,Hawaii,1.0,0.882
2018,Overall,Iowa,18.0,0.336
2018,Overall,Idaho,16.0,0.349
2018,Overall,Illinois,26.0,0.06
2018,Overall,Indiana,41.0,-0.43200000000000005
2018,Overall,Kansas,27.0,0.036000000000000004
2018,Overall,Kentucky,45.0,-0.62
2018,Overall,Louisiana,50.0,-1.021
2018,Overall,Massachusetts,2.0,0.866
2018,Overall,Maryland,19.0,0.306
2018,Overall,Maine,16.0,0.349
2018,Overall,Michigan,34.0,-0.19399999999999998
2018,Overall,Minnesota,7.0,0.665
2018,Overall,Missouri,38.0,-0.345
2018,Overall,Mississippi,49.0,-1.01
2018,Overall,Montana,21.0,0.295
2018,Overall,North Carolina,33.0,-0.191
2018,Overall,North Dakota,13.0,0.41600000000000004
2018,Overall,Nebraska,15.0,0.379
2018,Overall,New Hampshire,6.0,0.6920000000000001
2018,Overall,New Jersey,11.0,0.46
2018,Overall,New Mexico,35.0,-0.204
2018,Overall,Nevada,36.0,-0.267
2018,Overall,New York,10.0,0.47600000000000003
2018,Overall,Ohio,40.0,-0.424
2018,Overall,Oklahoma,47.0,-0.7440000000000001
2018,Overall,Oregon,21.0,0.295
2018,Overall,Pennsylvania,28.0,-0.013999999999999999
2018,Overall,Rhode Island,14.0,0.382
2018,Overall,South Carolina,43.0,-0.5670000000000001
2018,Overall,South Dakota,25.0,0.067
2018,Overall,Tennessee,42.0,-0.5660000000000001
2018,Overall,Texas,37.0,-0.28600000000000003
2018,Overall,Utah,5.0,0.7020000000000001
2018,Overall,Virginia,20.0,0.305
2018,Overall,Vermont,4.0,0.7190000000000001
2018,Overall,Washington,9.0,0.584
2018,Overall,Wisconsin,23.0,0.22
2018,Overall,West Virginia,44.0,-0.603
2018,Overall,Wyoming,24.0,0.21
2018,Primary Care Physicians,Alaska,29.0,139.0
2018,Primary Care Physicians,Alabama,41.0,122.8
2018,Primary Care Physicians,United States,,156.7
2018,Primary Care Physicians,Arkansas,43.0,120.9
2018,Primary Care Physicians,Arizona,38.0,126.1
2018,Primary Care Physicians,California,30.0,138.3
2018,Primary Care Physicians,Colorado,27.0,141.3
2018,Primary Care Physicians,Connecticut,4.0,216.3
2018,Primary Care Physicians,District of Columbia,,455.9
2018,Primary Care Physicians,Delaware,18.0,161.4
2018,Primary Care Physicians,Florida,34.0,131.3
2018,Primary Care Physicians,Georgia,42.0,121.9
2018,Primary Care Physicians,Hawaii,9.0,187.6
2018,Primary Care Physicians,Iowa,22.0,146.7
2018,Primary Care Physicians,Idaho,50.0,95.7
2018,Primary Care Physicians,Illinois,10.0,184.0
2018,Primary Care Physicians,Indiana,39.0,126.0
2018,Primary Care Physicians,Kansas,31.0,136.9
2018,Primary Care Physicians,Kentucky,40.0,124.1
2018,Primary Care Physicians,Louisiana,32.0,136.4
2018,Primary Care Physicians,Massachusetts,2.0,245.0
2018,Primary Care Physicians,Maryland,8.0,188.2
2018,Primary Care Physicians,Maine,7.0,194.3
2018,Primary Care Physicians,Michigan,6.0,200.9
2018,Primary Care Physicians,Minnesota,16.0,165.9
2018,Primary Care Physicians,Missouri,15.0,166.4
2018,Primary Care Physicians,Mississippi,47.0,108.6
2018,Primary Care Physicians,Montana,44.0,115.2
2018,Primary Care Physicians,North Carolina,33.0,132.5
2018,Primary Care Physicians,North Dakota,21.0,149.5
2018,Primary Care Physicians,Nebraska,19.0,155.5
2018,Primary Care Physicians,New Hampshire,17.0,163.0
2018,Primary Care Physicians,New Jersey,12.0,176.3
2018,Primary Care Physicians,New Mexico,26.0,141.6
2018,Primary Care Physicians,Nevada,48.0,107.6
2018,Primary Care Physicians,New York,3.0,223.7
2018,Primary Care Physicians,Ohio,13.0,174.6
2018,Primary Care Physicians,Oklahoma,36.0,129.4
2018,Primary Care Physicians,Oregon,24.0,145.4
2018,Primary Care Physicians,Pennsylvania,5.0,208.7
2018,Primary Care Physicians,Rhode Island,1.0,264.5
2018,Primary Care Physicians,South Carolina,37.0,128.9
2018,Primary Care Physicians,South Dakota,35.0,130.9
2018,Primary Care Physicians,Tennessee,28.0,140.2
2018,Primary Care Physicians,Texas,45.0,113.2
2018,Primary Care Physicians,Utah,49.0,99.2
2018,Primary Care Physicians,Virginia,25.0,144.6
2018,Primary Care Physicians,Vermont,11.0,183.3
2018,Primary Care Physicians,Washington,23.0,146.5
2018,Primary Care Physicians,Wisconsin,20.0,150.1
2018,Primary Care Physicians,West Virginia,14.0,168.5
2018,Primary Care Physicians,Wyoming,46.0,109.4
2019,All Determinants,Alaska,29.0,-0.027000000000000003
2019,All Determinants,Alabama,46.0,-0.43700000000000006
2019,All Determinants,Arkansas,48.0,-0.478
2019,All Determinants,Arizona,34.0,-0.187
2019,All Determinants,California,16.0,0.272
2019,All Determinants,Colorado,11.0,0.34299999999999997
2019,All Determinants,Connecticut,4.0,0.574
2019,All Determinants,Delaware,27.0,-0.012
2019,All Determinants,Florida,33.0,-0.17300000000000001
2019,All Determinants,Georgia,43.0,-0.315
2019,All Determinants,Hawaii,3.0,0.605
2019,All Determinants,Iowa,21.0,0.209
2019,All Determinants,Idaho,19.0,0.226
2019,All Determinants,Illinois,25.0,0.078
2019,All Determinants,Indiana,44.0,-0.325
2019,All Determinants,Kansas,30.0,-0.034
2019,All Determinants,Kentucky,42.0,-0.311
2019,All Determinants,Louisiana,49.0,-0.64
2019,All Determinants,Massachusetts,2.0,0.6859999999999999
2019,All Determinants,Maryland,13.0,0.342
2019,All Determinants,Maine,14.0,0.32
2019,All Determinants,Michigan,31.0,-0.1
2019,All Determinants,Minnesota,11.0,0.34299999999999997
2019,All Determinants,Missouri,38.0,-0.252
2019,All Determinants,Mississippi,50.0,-0.6559999999999999
2019,All Determinants,Montana,24.0,0.09699999999999999
2019,All Determinants,North Carolina,32.0,-0.14800000000000002
2019,All Determinants,North Dakota,20.0,0.21600000000000003
2019,All Determinants,Nebraska,18.0,0.249
2019,All Determinants,New Hampshire,5.0,0.542
2019,All Determinants,New Jersey,8.0,0.419
2019,All Determinants,New Mexico,35.0,-0.193
2019,All Determinants,Nevada,36.0,-0.195
2019,All Determinants,New York,9.0,0.395
2019,All Determinants,Ohio,37.0,-0.21
2019,All Determinants,Oklahoma,46.0,-0.43700000000000006
2019,All Determinants,Oregon,17.0,0.262
2019,All Determinants,Pennsylvania,26.0,0.057999999999999996
2019,All Determinants,Rhode Island,10.0,0.384
2019,All Determinants,South Carolina,45.0,-0.41100000000000003
2019,All Determinants,South Dakota,28.0,-0.02
2019,All Determinants,Tennessee,41.0,-0.303
2019,All Determinants,Texas,39.0,-0.26
2019,All Determinants,Utah,6.0,0.47600000000000003
2019,All Determinants,Virginia,15.0,0.293
2019,All Determinants,Vermont,1.0,0.687
2019,All Determinants,Washington,7.0,0.425
2019,All Determinants,Wisconsin,22.0,0.129
2019,All Determinants,West Virginia,40.0,-0.282
2019,All Determinants,Wyoming,23.0,0.113
2019,All Determinants,United States,,
2019,High Health Status - Female,Alabama,49.0,41.1
2019,High Health Status - Female,Alaska,22.0,50.6
2019,High Health Status - Female,Arizona,34.0,48.1
2019,High Health Status - Female,Arkansas,44.0,42.8
2019,High Health Status - Female,California,31.0,48.3
2019,High Health Status - Female,Colorado,9.0,54.9
2019,High Health Status - Female,Connecticut,1.0,58.3
2019,High Health Status - Female,Delaware,25.0,49.9
2019,High Health Status - Female,Florida,31.0,48.3
2019,High Health Status - Female,Georgia,37.0,46.7
2019,High Health Status - Female,Hawaii,28.0,49.3
2019,High Health Status - Female,Idaho,17.0,52.8
2019,High Health Status - Female,Illinois,26.0,49.6
2019,High Health Status - Female,Indiana,35.0,47.6
2019,High Health Status - Female,Iowa,13.0,53.7
2019,High Health Status - Female,Kansas,23.0,50.5
2019,High Health Status - Female,Kentucky,47.0,41.6
2019,High Health Status - Female,Louisiana,38.0,46.4
2019,High Health Status - Female,Maine,10.0,54.6
2019,High Health Status - Female,Maryland,20.0,51.6
2019,High Health Status - Female,Massachusetts,5.0,56.1
2019,High Health Status - Female,Michigan,38.0,46.4
2019,High Health Status - Female,Minnesota,3.0,56.5
2019,High Health Status - Female,Mississippi,50.0,40.3
2019,High Health Status - Female,Missouri,29.0,48.9
2019,High Health Status - Female,Montana,6.0,55.8
2019,High Health Status - Female,Nebraska,14.0,53.6
2019,High Health Status - Female,Nevada,46.0,42.2
2019,High Health Status - Female,New Hampshire,4.0,56.3
2019,High Health Status - Female,New Jersey,31.0,48.3
2019,High Health Status - Female,New Mexico,48.0,41.5
2019,High Health Status - Female,New York,21.0,51.1
2019,High Health Status - Female,North Carolina,40.0,46.1
2019,High Health Status - Female,North Dakota,11.0,53.9
2019,High Health Status - Female,Ohio,27.0,49.4
2019,High Health Status - Female,Oklahoma,42.0,44.6
2019,High Health Status - Female,Oregon,24.0,50.1
2019,High Health Status - Female,Pennsylvania,35.0,47.6
2019,High Health Status - Female,Rhode Island,15.0,53.5
2019,High Health Status - Female,South Carolina,30.0,48.4
2019,High Health Status - Female,South Dakota,12.0,53.8
2019,High Health Status - Female,Tennessee,43.0,43.9
2019,High Health Status - Female,Texas,41.0,44.9
2019,High Health Status - Female,Utah,7.0,55.6
2019,High Health Status - Female,Vermont,2.0,58.1
2019,High Health Status - Female,Virginia,19.0,52.5
2019,High Health Status - Female,Washington,16.0,53.2
2019,High Health Status - Female,West Virginia,45.0,42.7
2019,High Health Status - Female,Wisconsin,18.0,52.6
2019,High Health Status - Female,Wyoming,8.0,55.2
2019,High Health Status - Female,District of Columbia,,61.2
2019,High Health Status - Female,United States,,48.8
2019,Overall,Alaska,27.0,0.07400000000000001
2019,Overall,Alabama,47.0,-0.82
2019,Overall,Arkansas,48.0,-0.836
2019,Overall,Arizona,31.0,-0.14800000000000002
2019,Overall,California,12.0,0.39799999999999996
2019,Overall,Colorado,10.0,0.537
2019,Overall,Connecticut,4.0,0.7340000000000001
2019,Overall,Delaware,30.0,-0.08800000000000001
2019,Overall,Florida,33.0,-0.213
2019,Overall,Georgia,40.0,-0.447
2019,Overall,Hawaii,3.0,0.84
2019,Overall,Iowa,20.0,0.289
2019,Overall,Idaho,16.0,0.33299999999999996
2019,Overall,Illinois,26.0,0.094
2019,Overall,Indiana,41.0,-0.493
2019,Overall,Kansas,29.0,-0.021
2019,Overall,Kentucky,43.0,-0.609
2019,Overall,Louisiana,49.0,-0.912
2019,Overall,Massachusetts,2.0,0.848
2019,Overall,Maryland,18.0,0.312
2019,Overall,Maine,21.0,0.248
2019,Overall,Michigan,32.0,-0.209
2019,Overall,Minnesota,7.0,0.5710000000000001
2019,Overall,Missouri,39.0,-0.413
2019,Overall,Mississippi,50.0,-1.005
2019,Overall,Montana,24.0,0.20199999999999999
2019,Overall,North Carolina,36.0,-0.263
2019,Overall,North Dakota,14.0,0.371
2019,Overall,Nebraska,17.0,0.321
2019,Overall,New Hampshire,6.0,0.605
2019,Overall,New Jersey,8.0,0.5529999999999999
2019,Overall,New Mexico,37.0,-0.266
2019,Overall,Nevada,35.0,-0.256
2019,Overall,New York,11.0,0.512
2019,Overall,Ohio,38.0,-0.401
2019,Overall,Oklahoma,46.0,-0.777
2019,Overall,Oregon,22.0,0.23199999999999998
2019,Overall,Pennsylvania,28.0,0.002
2019,Overall,Rhode Island,13.0,0.37799999999999995
2019,Overall,South Carolina,42.0,-0.595
2019,Overall,South Dakota,25.0,0.149
2019,Overall,Tennessee,44.0,-0.6409999999999999
2019,Overall,Texas,34.0,-0.244
2019,Overall,Utah,5.0,0.628
2019,Overall,Virginia,15.0,0.349
2019,Overall,Vermont,1.0,0.85
2019,Overall,Washington,9.0,0.54
2019,Overall,Wisconsin,23.0,0.203
2019,Overall,West Virginia,45.0,-0.657
2019,Overall,Wyoming,19.0,0.298
2019,Overall,United States,,
2019,Primary Care Physicians,Alaska,29.0,141.2
2019,Primary Care Physicians,Alabama,42.0,122.8
2019,Primary Care Physicians,United States,,159.6
2019,Primary Care Physicians,Arkansas,43.0,122.3
2019,Primary Care Physicians,Arizona,40.0,125.8
2019,Primary Care Physicians,California,28.0,141.4
2019,Primary Care Physicians,Colorado,27.0,143.4
2019,Primary Care Physicians,Connecticut,4.0,220.0
2019,Primary Care Physicians,District of Columbia,,466.1
2019,Primary Care Physicians,Delaware,17.0,166.2
2019,Primary Care Physicians,Florida,35.0,131.3
2019,Primary Care Physicians,Georgia,41.0,123.9
2019,Primary Care Physicians,Hawaii,8.0,193.9
2019,Primary Care Physicians,Iowa,22.0,152.2
2019,Primary Care Physicians,Idaho,50.0,96.6
2019,Primary Care Physicians,Illinois,10.0,190.0
2019,Primary Care Physicians,Indiana,38.0,127.2
2019,Primary Care Physicians,Kansas,32.0,138.1
2019,Primary Care Physicians,Kentucky,39.0,127.0
2019,Primary Care Physicians,Louisiana,30.0,139.7
2019,Primary Care Physicians,Massachusetts,2.0,247.4
2019,Primary Care Physicians,Maryland,9.0,192.1
2019,Primary Care Physicians,Maine,7.0,199.1
2019,Primary Care Physicians,Michigan,6.0,205.2
2019,Primary Care Physicians,Minnesota,16.0,169.5
2019,Primary Care Physicians,Missouri,15.0,171.5
2019,Primary Care Physicians,Mississippi,47.0,110.8
2019,Primary Care Physicians,Montana,44.0,116.0
2019,Primary Care Physicians,North Carolina,33.0,134.4
2019,Primary Care Physicians,North Dakota,20.0,154.9
2019,Primary Care Physicians,Nebraska,19.0,158.2
2019,Primary Care Physicians,New Hampshire,18.0,162.9
2019,Primary Care Physicians,New Jersey,12.0,181.0
2019,Primary Care Physicians,New Mexico,26.0,144.7
2019,Primary Care Physicians,Nevada,48.0,107.4
2019,Primary Care Physicians,New York,3.0,230.7
2019,Primary Care Physicians,Ohio,13.0,178.2
2019,Primary Care Physicians,Oklahoma,37.0,131.2
2019,Primary Care Physicians,Oregon,25.0,147.4
2019,Primary Care Physicians,Pennsylvania,5.0,216.3
2019,Primary Care Physicians,Rhode Island,1.0,274.9
2019,Primary Care Physicians,South Carolina,35.0,131.3
2019,Primary Care Physicians,South Dakota,34.0,131.4
2019,Primary Care Physicians,Tennessee,31.0,139.1
2019,Primary Care Physicians,Texas,45.0,113.5
2019,Primary Care Physicians,Utah,49.0,102.0
2019,Primary Care Physicians,Virginia,24.0,148.1
2019,Primary Care Physicians,Vermont,11.0,188.7
2019,Primary Care Physicians,Washington,23.0,150.0
2019,Primary Care Physicians,Wisconsin,21.0,152.4
2019,Primary Care Physicians,West Virginia,14.0,172.8
2019,Primary Care Physicians,Wyoming,46.0,111.0
